Team,Season,total_poss,poss_stdev,oeff,deff,SOS,home_adv,o3P,d3P,WinPct,Clutch,clstr_0,clstr_1,clstr_2,clstr_3,clstr_4
1101,2014,53.3333333333,13.7852578261,0.809523809524,0.952380952381,0.478366941913,0.285714285714,0.224523752685,0.150335936209,0.0952380952381,0.1375,1.0,0.0,0.0,0.0,0.0
1101,2015,51.0714285714,9.82034385544,0.785714285714,1.0,0.470303519974,0.233333333333,0.254831747903,0.169492740651,0.25,-0.269230769231,0.0,0.0,1.0,0.0,0.0
1101,2016,57.3703703704,9.75526740614,0.925925925926,1.0,0.439129287003,0.357954545455,0.198578684374,0.142468854784,0.333333333333,0.0,0.0,0.0,0.0,1.0,0.0
1102,2003,42.8571428571,9.31233465462,0.964285714286,0.964285714286,0.525595624759,0.492307692308,0.287439450184,0.159682651543,0.428571428571,-0.075,0.0,0.0,0.0,0.0,1.0
1102,2004,42.5714285714,8.97497991921,1.0,1.14285714286,0.471848197466,0.4,0.317869665192,0.130643634539,0.785714285714,0.0952380952381,0.0,0.0,0.0,0.0,1.0
1102,2005,45.3103448276,6.92873647663,0.931034482759,1.1724137931,0.488794403571,0.563725490196,0.326270724948,0.140728158634,0.586206896552,-0.284210526316,0.0,0.0,0.0,0.0,1.0
1102,2006,45.25,7.29091265943,1.0,1.10714285714,0.488110350982,0.428571428571,0.295960455741,0.193522725455,0.785714285714,-0.133333333333,0.0,0.0,0.0,0.0,1.0
1102,2007,51.5666666667,7.95974065308,0.9,1.06666666667,0.532551118537,0.366071428571,0.288814337112,0.195091021676,0.733333333333,-0.291666666667,0.0,0.0,1.0,0.0,0.0
1102,2008,46.5,10.92228439,0.928571428571,0.928571428571,0.504750030538,0.428571428571,0.254792694369,0.27827290165,0.5,0.212121212121,0.0,0.0,0.0,0.0,1.0
1102,2009,45.724137931,9.84848266676,0.862068965517,0.862068965517,0.520160009942,0.119047619048,0.231218612396,0.242020623487,0.275862068966,-0.208333333333,0.0,0.0,0.0,0.0,1.0
1102,2010,44.6551724138,10.0188246462,0.862068965517,1.0,0.537841246297,0.257142857143,0.208713135037,0.235283589706,0.275862068966,-0.296296296296,0.0,0.0,0.0,0.0,1.0
1102,2011,51.4642857143,9.04508109767,0.892857142857,0.964285714286,0.546119856306,0.428571428571,0.219160361317,0.278680297633,0.5,0.175,0.0,0.0,1.0,0.0,0.0
1102,2012,49.3333333333,9.24870053242,0.888888888889,0.962962962963,0.546825832841,0.283333333333,0.215076953725,0.218281579188,0.407407407407,0.0555555555556,0.0,0.0,1.0,0.0,0.0
1102,2013,52.3928571429,9.19476213905,0.964285714286,0.892857142857,0.550115689678,0.579487179487,0.259160210853,0.204966917599,0.535714285714,-0.257575757576,0.0,0.0,1.0,0.0,0.0
1102,2014,53.4285714286,10.4790039512,0.857142857143,0.857142857143,0.507214966058,0.0923076923077,0.227477640709,0.206192993872,0.357142857143,0.375,1.0,0.0,0.0,0.0,0.0
1102,2015,49.5172413793,10.6758094028,0.965517241379,0.965517241379,0.492672422341,0.442857142857,0.226888394125,0.258636952298,0.413793103448,0.119047619048,0.0,0.0,1.0,0.0,0.0
1102,2016,59.1333333333,11.9329544665,0.733333333333,0.966666666667,0.504307312032,0.533333333333,0.194235344326,0.264801969889,0.4,0.22966507177,0.0,0.0,0.0,1.0,0.0
1103,2003,62.1481481481,15.9631877087,0.962962962963,1.03703703704,0.491229530179,0.335164835165,0.144552334628,0.176489001038,0.481481481481,-0.0384615384615,0.0,1.0,0.0,0.0,0.0
1103,2004,54.9285714286,10.327699437,1.0,1.0,0.480211037049,0.425641025641,0.167512390268,0.183070496614,0.464285714286,-0.0292397660819,1.0,0.0,0.0,0.0,0.0
1103,2005,55.2857142857,6.65475125649,0.928571428571,0.928571428571,0.509289043733,0.571428571429,0.235395565849,0.186140040028,0.642857142857,-0.2,1.0,0.0,0.0,0.0,0.0
1103,2006,53.8333333333,8.42444445455,1.0,0.9,0.488553975856,0.5,0.217709392531,0.191560171078,0.7,0.0186335403727,1.0,0.0,0.0,0.0,0.0
1103,2007,54.15625,10.5252672175,0.9375,0.875,0.478642334612,0.238866396761,0.196831341302,0.169610641202,0.78125,-0.623188405797,1.0,0.0,0.0,0.0,0.0
1103,2008,54.1212121212,8.86269420012,0.939393939394,1.0,0.501389421334,0.224264705882,0.245363440746,0.16913233416,0.69696969697,-0.227272727273,1.0,0.0,0.0,0.0,0.0
1103,2009,50.9117647059,9.77122444193,1.0,0.941176470588,0.48324540868,0.235714285714,0.220944852718,0.158567171883,0.647058823529,-0.553359683794,0.0,0.0,1.0,0.0,0.0
1103,2010,54.5151515152,10.4106952581,0.969696969697,1.0,0.495031824853,0.102941176471,0.186217782126,0.150360077272,0.69696969697,-0.00769230769231,1.0,0.0,0.0,0.0,0.0
1103,2011,55.6764705882,11.0006076643,0.970588235294,0.852941176471,0.485530818617,0.39298245614,0.243319748365,0.160407072309,0.647058823529,0.216666666667,1.0,0.0,0.0,0.0,0.0
