Clutch_L,Clutch_W,SOS_L,SOS_W,WinPct_L,WinPct_W,d3P_L,d3P_W,deff_L,deff_W,home_adv_L,home_adv_W,o3P_L,o3P_W,oeff_L,oeff_W,poss_stdev_L,poss_stdev_W,total_poss_L,total_poss_W
-0.0478468899522,-0.031746031746,0.423314392839,0.578143137756,0.666666666667,0.8,0.202281656905,0.14663787392,1.0,0.866666666667,0.2,0.294642857143,0.141494590606,0.221582346109,1.06666666667,0.966666666667,10.8384691628,8.89685466828,50.9,53.8666666667
0.0555555555556,-0.0333333333333,0.476724929401,0.545565090304,0.62962962963,0.827586206897,0.189147410275,0.231440940548,0.962962962963,0.827586206897,0.270588235294,0.384615384615,0.131649870896,0.156901541642,1.03703703704,0.965517241379,11.9501576478,10.9304789217,57.962962963,57.2413793103
-0.447368421053,0.0888888888889,0.479361191898,0.546606668549,0.793103448276,0.827586206897,0.124769789587,0.205441072008,1.0,0.896551724138,-0.0222222222222,0.416666666667,0.147697915235,0.128021594685,1.03448275862,1.0,7.62934443787,12.8075947296,60.275862069,61.0344827586
0.0166666666667,-0.349206349206,0.472960153361,0.555667423195,0.740740740741,0.8,0.190674027386,0.148132535813,0.925925925926,1.0,0.4375,0.222222222222,0.172287968453,0.212644003629,0.962962962963,1.0,11.3115678379,10.059821072,53.4814814815,61.8
-0.0151515151515,-0.272727272727,0.491545492964,0.560970138897,0.827586206897,0.7,0.159778894582,0.214647596931,0.965517241379,0.833333333333,0.277777777778,0.294642857143,0.266631509103,0.163114063595,1.0,1.03333333333,8.28108414882,8.59724628461,51.8275862069,48.1333333333
-0.263636363636,-0.155844155844,0.468614418639,0.570391232753,0.814814814815,0.689655172414,0.218087930566,0.162997621605,0.851851851852,0.827586206897,0.0604395604396,0.366666666667,0.269951672912,0.133027612758,1.07407407407,0.862068965517,9.47601560757,7.79241136471,50.2222222222,54.3103448276
0.0416666666667,-0.292207792208,0.560836031663,0.5168384964,0.633333333333,0.793103448276,0.213904131255,0.180837990758,0.966666666667,0.827586206897,0.303167420814,0.210784313725,0.16071340356,0.231843466711,1.0,0.965517241379,11.8232189249,7.79888838864,49.2666666667,53.5862068966
0.0,-0.136904761905,0.54898859206,0.528776729507,0.6,0.724137931034,0.17258855489,0.212543614208,1.03333333333,0.965517241379,0.455357142857,0.395238095238,0.233690451628,0.175923679947,0.966666666667,1.0,10.4226212865,8.76794430244,52.7,55.3448275862
0.514705882353,-0.363636363636,0.496416622579,0.579086001827,0.448275862069,0.785714285714,0.196622937534,0.17614922716,0.965517241379,0.928571428571,0.656862745098,0.428571428571,0.189458190953,0.151344105359,0.965517241379,1.03571428571,12.208371512,10.7414910338,53.4827586207,59.75
-0.0857142857143,-0.311403508772,0.445061443856,0.553921806367,0.777777777778,0.774193548387,0.168500247209,0.180205132001,0.740740740741,0.967741935484,0.461538461538,0.3375,0.186460349637,0.240905298686,1.0,1.0,9.87024074791,7.78197531382,52.962962963,54.6774193548
0.0568181818182,0.0310559006211,0.451200990129,0.524574461274,0.833333333333,0.833333333333,0.252527969735,0.19835610689,1.03333333333,0.9,0.1,0.2,0.251191651297,0.168301822267,0.966666666667,1.0,8.98408554631,11.3611558421,59.9,59.4
-0.239766081871,-0.122807017544,0.512244518338,0.555276822478,0.607142857143,0.741935483871,0.188569500187,0.172945575379,1.0,0.903225806452,0.0153846153846,0.180672268908,0.181224356066,0.192811348855,1.0,1.03225806452,9.25934391496,8.41222868198,53.5714285714,53.0322580645
-0.277777777778,-0.519230769231,0.554335251922,0.547620714422,0.741935483871,0.7,0.159056094114,0.181963941778,0.903225806452,0.733333333333,0.340336134454,0.375,0.173349668116,0.153113357597,1.0,1.03333333333,10.9071348849,12.4864984555,53.0322580645,57.8666666667
